시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,반려동물 동반 가능정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,입장(이용료)가격 정보,반려동물 전용 정보,최종작성일,리 명칭
한국동물영상의학센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,중화동,207-6 번지,망우로,241 번,37.59504,127.0794,2117,서울특별시 중랑구 망우로 241,서울 중랑구 중화동 207-6,02-6215-3416,http://blog.naver.com/kamic_mri_ct,연중무휴,매일 11:00~21:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한나동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,방배동,758-2 번지,방배로,269 번,37.49665,126.9877,6553,서울특별시 서초구 방배로 269,서울 서초구 방배동 758-2,02-595-8875,정보없음,매주 일요일,"월~금 10:00~20:00, 토 10:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한남동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,한남동,642-4 번지,대사관로24길,28 번,37.53242,127.0053,4402,서울특별시 용산구 대사관로24길 28,서울 용산구 한남동 642-4,02-793-9230,정보없음,매주 일요일,월~토 11:00~17:30,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한마음동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,신사동,9-34 번지,갈현로,35 번,37.601,126.9101,3435,서울특별시 은평구 갈현로 35,서울 은평구 신사동 9-34,02-355-7931,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한마음동물병원,반려동물업,반려의료,동물병원,서울특별시,강서구,화곡동,338-21 번지,강서로18길,17 번,37.53402,126.8466,7751,서울특별시 강서구 강서로18길 17,서울 강서구 화곡동 338-21,02-2692-8275,정보없음,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한빛동물병원,반려동물업,반려의료,동물병원,서울특별시,도봉구,창동,568-5 번지,덕릉로,256 번,37.64018,127.0398,1474,서울특별시 도봉구 덕릉로 256,서울 도봉구 창동 568-5,02-992-0074,정보없음,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한빛동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,진관동,5 번지,진관4로,87 번,37.64784,126.9297,3304,서울특별시 은평구 진관4로 87,서울 은평구 진관동 5,02-382-7511,http://blog.daum.net/hanbitah7511,연중무휴,"월~금 09:30~19:30, 토, 법정공휴일 09:30~17:30",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한빛동물병원,반려동물업,반려의료,동물병원,서울특별시,성동구,금호2.3가동,485-1 번지,금호산길,58 번,37.55335,127.0195,4726,서울특별시 성동구 금호산길 58,서울 성동구 금호동2가 485-1,02-2233-1848,정보없음,매주 일요일,"월~금 10:00~19:30, 토 10:00~17:30",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한빛종합동물병원,반려동물업,반려의료,동물병원,서울특별시,노원구,상계동,749-10 번지,동일로,1370 번,37.65091,127.0618,1756,서울특별시 노원구 동일로 1370,서울 노원구 상계동 749-10,02-951-7582,http://hanvitah.co.kr/,매주 일요일,"월~금 09:30~19:30, 토 09:30~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한사랑동물병원,반려동물업,반려의료,동물병원,서울특별시,성북구,성북동,115-23 번지,성북로,27 번,37.59035,127.0038,2880,서울특별시 성북구 성북로 27,서울 성북구 성북동1가 115-23,02-743-7582,https://blog.naver.com/dr-lee,"일,법정공휴일","월~금 09:00~19:00, 토 09:00~18:00, 일 10:00~12:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한사랑동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,용산2가동,45-7 번지,신흥로,36-1 번,37.54171,126.9874,4339,서울특별시 용산구 신흥로 36-1,서울 용산구 용산동2가 45-7,0507-1436-8275,정보없음,매주 수요일,"월~금 11:00~20:00, 토 11:00~19:00",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한샘동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,개봉동,175-8 번지,경인로40길,25 번,37.4954,126.8597,8276,서울특별시 구로구 경인로40길 25,서울 구로구 개봉동 175-8,02-2681-7585,정보없음,매주 일요일,월~토 09:30~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한성동물병원,반려동물업,반려의료,동물병원,서울특별시,관악구,신림동,409-165 번지,신림로,265 번,37.47825,126.9318,8844,서울특별시 관악구 신림로 265,서울 관악구 신림동 409-165,02-872-7609,http://www.vetopia.co.kr/,매주 일요일,"월~금 10:00~19:00, 토 10:00~16:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한솔동물병원,반려동물업,반려의료,동물병원,서울특별시,서대문구,홍제동,103-3 번지,통일로,392 번,37.58493,126.9486,3633,서울특별시 서대문구 통일로 392,서울 서대문구 홍제동 103-3,02-737-8375,https://dogskin.modoo.at/,연중무휴,"월~금 09:50~19:00, 토~일 09:50~16:30",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한수24시동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,증산동,174-6 번지,증산로,267 번,37.58179,126.907,3500,서울특별시 은평구 증산로 267,서울 은평구 증산동 174-6,02-306-8575,정보없음,연중무휴,"화,수~목,법정공휴일 10:00~19:00, 월, 금 10:00~20:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한스동물병원,반려동물업,반려의료,동물병원,서울특별시,서대문구,남가좌동,338-39 번지,증가로,111 번,37.57665,126.9249,3692,서울특별시 서대문구 증가로 111,서울 서대문구 남가좌동 338-39,02-303-1114,정보없음,매주 일요일,"월, 화 10:00~20:00, 수~금 10:00~19:00, 토 10:00~16:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한양동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,성동구,행당동,226-3 번지,왕십리로,282 번,37.55965,127.037,4751,서울특별시 성동구 왕십리로 282,서울 성동구 행당동 226-3,02-2281-5200,https://hyamc.modoo.at/,연중무휴,매일 09:00~22:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한양동물병원,반려동물업,반려의료,동물병원,서울특별시,송파구,송파동,103-29 번지,가락로,162 번,37.50323,127.1135,5675,서울특별시 송파구 가락로 162,서울 송파구 송파동 103-29,02-420-9993,정보없음,연중무휴,매일 09:00~21:30,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
한얼동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,응암동,576-25 번지,응암로,226 번,37.59205,126.9179,3467,서울특별시 은평구 응암로 226,서울 은평구 응암동 576-25,02-304-5553,정보없음,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00",N,Y,모두 가능,제한사항 없음,Y,Y,"일반동물병원, 야간진료(예약) 19:00~20:00",없음,,,,
함께하는동물병원,반려동물업,반려의료,동물병원,서울특별시,성동구,옥수동,263-1 번지,독서당로,200 번,37.54302,127.0131,4734,서울특별시 성동구 독서당로 200,서울 성동구 옥수동 263-1,02-2299-3283,정보없음,정보없음,정보없음,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
항동푸른숲동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,항동,128-14 번지,항동로3길,4 번,37.481,126.8245,8368,서울특별시 구로구 항동로3길 4,서울 구로구 항동 128-14,02-2088-7578,https://blog.naver.com/pvc2088,매주 일요일,월~토 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해동물병원,반려동물업,반려의료,동물병원,서울특별시,종로구,창신동,80-1 번지,지봉로,53-1 번,37.5749,127.0155,3103,서울특별시 종로구 지봉로 53-1,서울 종로구 창신동 80-1,02-744-9098,정보없음,매주 일요일,"월~금 09:00~19:00, 토 09:00~15:00",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해뜨는 동물병원 해질녘책방,반려동물업,반려의료,동물병원,서울특별시,서초구,잠원동,58-24 번지,신반포로,257 번,37.50862,127.0119,6523,서울특별시 서초구 신반포로 257,서울 서초구 잠원동 58-24,02-536-6469,정보없음,매주 일요일,"월~금 10:00~19:00, 토 09:30~15:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해맑은동물병원,반려동물업,반려의료,동물병원,서울특별시,광진구,자양동,662-13 번지,뚝섬로,670 번,37.53163,127.084,5102,서울특별시 광진구 뚝섬로 670,서울 광진구 자양동 662-13,02-6954-7582,정보없음,매주 일요일,월~토 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해맑은동물병원,반려동물업,반려의료,동물병원,서울특별시,강서구,가양동,1480-5 번지,양천로57길,10-20 번,37.56262,126.853,7526,서울특별시 강서구 양천로57길 10-20,서울 강서구 가양동 1480-5,02-3663-7584,https://www.instagram.com/haemaleun2007/?igshid=YmMyMTA2M2Y=,매주 일요일,"월~금 10:00~20:00, 토 10:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해맞이 동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신월동,984-1 번지,지양로,7 번,37.51743,126.8378,8044,서울특별시 양천구 지양로 7,서울 양천구 신월동 984-1,02-2690-7579,정보없음,연중무휴,"월~금 10:00~20:00, 토, 법정공휴일 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해봄동물병원,반려동물업,반려의료,동물병원,서울특별시,도봉구,도봉동,62-43 번지,도봉로180길,28 번,37.68289,127.0475,1320,서울특별시 도봉구 도봉로180길 28,서울 도봉구 도봉동 62-43,02-954-6990,https://blog.naver.com/bowwows,매주 일요일,"월~금 10:00~20:00, 토 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해성동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신정동,1020-17 번지,은행정로,10 번,37.52062,126.86,8087,서울특별시 양천구 은행정로 10,서울 양천구 신정동 1020-17,02-2651-9953,정보없음,매주 일요일,"월~금 09:30~19:00, 토 09:30~17:00",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해태동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,명일동,47-12 번지,동남로73길,26 번,37.5533,127.1548,5269,서울특별시 강동구 동남로73길 26,서울 강동구 명일동 47-12,02-427-5685,정보없음,매주 일요일,월~토 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
해피동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,고척동,50-95 번지,중앙로,67 번,37.50356,126.8617,8224,서울특별시 구로구 중앙로 67,서울 구로구 고척동 50-95,02-2619-7533,정보없음,매주 일요일,월~토 10:00~21:00,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
햇살동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신월동,446-4 번지,월정로,46 번,37.52379,126.8423,7936,서울특별시 양천구 월정로 46,서울 양천구 신월동 446-4,02-2690-5673,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복이 있는 동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,신내동,405-5 번지,봉화산로,232 번,37.60786,127.0985,2067,서울특별시 중랑구 봉화산로 232,서울 중랑구 신내동 405-5,02-433-3387,https://blog.naver.com/zzangyb5,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복한 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,성산동,152-7 번지,월드컵북로,224 번,37.5698,126.9047,3941,서울특별시 마포구 월드컵북로 224,서울 마포구 성산동 152-7,02-302-7502,https://blog.naver.com/allreen,연중무휴,"월~토 10:00~21:00, 일, 법정공휴일 13:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복한 우리아이 동물병원,반려동물업,반려의료,동물병원,서울특별시,송파구,삼전동,22-6 번지,석촌호수로,146 번,37.50683,127.0932,5600,서울특별시 송파구 석촌호수로 146,서울 송파구 삼전동 22-6,02-4247-7552,https://blog.naver.com/dnfldkdlah,매주 일요일,월~토 09:30~19:30,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복한동물병원(서울 관악구),반려동물업,반려의료,동물병원,서울특별시,관악구,봉천동,464-38 번지,은천로,121 번,37.48694,126.9488,8729,서울특별시 관악구 은천로 121,서울 관악구 봉천동 464-38,02-887-7179,정보없음,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복한동물병원(서울 도봉구),반려동물업,반려의료,동물병원,서울특별시,도봉구,창동,749-16 번지,도봉로,618 번,37.6595,127.0419,1397,서울특별시 도봉구 도봉로 618,서울 도봉구 창동 749-16,02-996-8275,https://happyanimalclinic.modoo.at/,연중무휴,"월~토 09:30~21:00, 일 11:00~20:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복한동물병원(서울 성북구),반려동물업,반려의료,동물병원,서울특별시,성북구,장위동,64-123 번지,돌곶이로,91 번,37.61118,127.0564,2772,서울특별시 성북구 돌곶이로 91,서울 성북구 장위동 64-123,02-915-7582,정보없음,매주 일요일,"월~금 10:00~19:30, 토 10:00~15:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복한동물병원(서울 양천구),반려동물업,반려의료,동물병원,서울특별시,양천구,목동,515-1 번지,공항대로,636 번,37.54662,126.8753,7968,서울특별시 양천구 공항대로 636,서울 양천구 목동 515-1,02-2655-2258,https://blog.naver.com/limjaegook,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
행복한세상동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,목동,917-6 번지,목동동로,309 번,37.52914,126.876,7997,서울특별시 양천구 목동동로 309,서울 양천구 목동 917-6,02-2645-7582,https://www.instagram.com/happywdah/?hl=ko,연중무휴,매일 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
허브동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,구로동,650-4 번지,구일로10길,27 번,37.49594,126.8723,8323,서울특별시 구로구 구일로10길 27,서울 구로구 구로동 650-4,02-6734-7500,정보없음,"법정공휴일, 설, 추석 당일",매일 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
허브동물병원,반려동물업,반려의료,동물병원,서울특별시,금천구,시흥동,837 번지,독산로,70-1 번,37.45363,126.9063,8573,서울특별시 금천구 독산로 70-1,서울 금천구 시흥동 837,02-867-7776,https://blog.naver.com/9407wook,연중무휴,"월~토 10:00~20:30, 일 13:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
헤이븐동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,방배동,2100 번지,동광로,15 번,37.49103,126.9846,6560,서울특별시 서초구 동광로 15,서울 서초구 방배동 2100,02-532-5119,https://havenah.modoo.at/,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
